model_id,epoch,checkpoint_path,arch,arch_family,is_latest,checkpoint_url
cornet_s_imagenet_300_seed-0,45,cornet_s_imagenet_300_seed-0/ep45.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep45.pt
cornet_s_imagenet_300_seed-0,5,cornet_s_imagenet_300_seed-0/ep5.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep5.pt
cornet_s_imagenet_300_seed-0,50,cornet_s_imagenet_300_seed-0/ep50.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep50.pt
cornet_s_imagenet_300_seed-0,55,cornet_s_imagenet_300_seed-0/ep55.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep55.pt
cornet_s_imagenet_300_seed-0,6,cornet_s_imagenet_300_seed-0/ep6.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep6.pt
cornet_s_imagenet_300_seed-0,60,cornet_s_imagenet_300_seed-0/ep60.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep60.pt
cornet_s_imagenet_300_seed-0,65,cornet_s_imagenet_300_seed-0/ep65.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep65.pt
cornet_s_imagenet_300_seed-0,7,cornet_s_imagenet_300_seed-0/ep7.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep7.pt
cornet_s_imagenet_300_seed-0,70,cornet_s_imagenet_300_seed-0/ep70.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep70.pt
cornet_s_imagenet_300_seed-0,75,cornet_s_imagenet_300_seed-0/ep75.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep75.pt
cornet_s_imagenet_300_seed-0,8,cornet_s_imagenet_300_seed-0/ep8.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep8.pt
cornet_s_imagenet_300_seed-0,80,cornet_s_imagenet_300_seed-0/ep80.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep80.pt
cornet_s_imagenet_300_seed-0,85,cornet_s_imagenet_300_seed-0/ep85.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep85.pt
cornet_s_imagenet_300_seed-0,9,cornet_s_imagenet_300_seed-0/ep9.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep9.pt
cornet_s_imagenet_300_seed-0,90,cornet_s_imagenet_300_seed-0/ep90.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep90.pt
cornet_s_imagenet_300_seed-0,95,cornet_s_imagenet_300_seed-0/ep95.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_300_seed-0/ep95.pt
cornet_s_imagenet_30_seed-0,100,cornet_s_imagenet_30_seed-0/ep100.pt,cornet_s,CORnet-S,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_30_seed-0/ep100.pt
cornet_s_imagenet_3_seed-0,100,cornet_s_imagenet_3_seed-0/ep100.pt,cornet_s,CORnet-S,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_3_seed-0/ep100.pt
cornet_s_imagenet_full_seed-0,1,cornet_s_imagenet_full_seed-0/ep1.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep1.pt
cornet_s_imagenet_full_seed-0,10,cornet_s_imagenet_full_seed-0/ep10.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep10.pt
cornet_s_imagenet_full_seed-0,100,cornet_s_imagenet_full_seed-0/ep100.pt,cornet_s,CORnet-S,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep100.pt
cornet_s_imagenet_full_seed-0,15,cornet_s_imagenet_full_seed-0/ep15.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep15.pt
cornet_s_imagenet_full_seed-0,2,cornet_s_imagenet_full_seed-0/ep2.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep2.pt
cornet_s_imagenet_full_seed-0,20,cornet_s_imagenet_full_seed-0/ep20.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep20.pt
cornet_s_imagenet_full_seed-0,25,cornet_s_imagenet_full_seed-0/ep25.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep25.pt
cornet_s_imagenet_full_seed-0,3,cornet_s_imagenet_full_seed-0/ep3.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep3.pt
cornet_s_imagenet_full_seed-0,30,cornet_s_imagenet_full_seed-0/ep30.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep30.pt
cornet_s_imagenet_full_seed-0,35,cornet_s_imagenet_full_seed-0/ep35.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep35.pt
cornet_s_imagenet_full_seed-0,4,cornet_s_imagenet_full_seed-0/ep4.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep4.pt
cornet_s_imagenet_full_seed-0,40,cornet_s_imagenet_full_seed-0/ep40.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep40.pt
cornet_s_imagenet_full_seed-0,45,cornet_s_imagenet_full_seed-0/ep45.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep45.pt
cornet_s_imagenet_full_seed-0,5,cornet_s_imagenet_full_seed-0/ep5.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep5.pt
cornet_s_imagenet_full_seed-0,50,cornet_s_imagenet_full_seed-0/ep50.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep50.pt
cornet_s_imagenet_full_seed-0,55,cornet_s_imagenet_full_seed-0/ep55.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep55.pt
cornet_s_imagenet_full_seed-0,6,cornet_s_imagenet_full_seed-0/ep6.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep6.pt
cornet_s_imagenet_full_seed-0,60,cornet_s_imagenet_full_seed-0/ep60.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep60.pt
cornet_s_imagenet_full_seed-0,65,cornet_s_imagenet_full_seed-0/ep65.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep65.pt
cornet_s_imagenet_full_seed-0,7,cornet_s_imagenet_full_seed-0/ep7.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep7.pt
cornet_s_imagenet_full_seed-0,70,cornet_s_imagenet_full_seed-0/ep70.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep70.pt
cornet_s_imagenet_full_seed-0,75,cornet_s_imagenet_full_seed-0/ep75.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep75.pt
cornet_s_imagenet_full_seed-0,8,cornet_s_imagenet_full_seed-0/ep8.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep8.pt
cornet_s_imagenet_full_seed-0,80,cornet_s_imagenet_full_seed-0/ep80.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep80.pt
cornet_s_imagenet_full_seed-0,85,cornet_s_imagenet_full_seed-0/ep85.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep85.pt
cornet_s_imagenet_full_seed-0,9,cornet_s_imagenet_full_seed-0/ep9.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep9.pt
cornet_s_imagenet_full_seed-0,90,cornet_s_imagenet_full_seed-0/ep90.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep90.pt
cornet_s_imagenet_full_seed-0,95,cornet_s_imagenet_full_seed-0/ep95.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-0/ep95.pt
cornet_s_imagenet_full_seed-1,1,cornet_s_imagenet_full_seed-1/ep1.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep1.pt
cornet_s_imagenet_full_seed-1,10,cornet_s_imagenet_full_seed-1/ep10.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep10.pt
cornet_s_imagenet_full_seed-1,100,cornet_s_imagenet_full_seed-1/ep100.pt,cornet_s,CORnet-S,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep100.pt
cornet_s_imagenet_full_seed-1,15,cornet_s_imagenet_full_seed-1/ep15.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep15.pt
cornet_s_imagenet_full_seed-1,2,cornet_s_imagenet_full_seed-1/ep2.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep2.pt
cornet_s_imagenet_full_seed-1,20,cornet_s_imagenet_full_seed-1/ep20.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep20.pt
cornet_s_imagenet_full_seed-1,25,cornet_s_imagenet_full_seed-1/ep25.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep25.pt
cornet_s_imagenet_full_seed-1,3,cornet_s_imagenet_full_seed-1/ep3.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep3.pt
cornet_s_imagenet_full_seed-1,30,cornet_s_imagenet_full_seed-1/ep30.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep30.pt
cornet_s_imagenet_full_seed-1,35,cornet_s_imagenet_full_seed-1/ep35.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep35.pt
cornet_s_imagenet_full_seed-1,4,cornet_s_imagenet_full_seed-1/ep4.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep4.pt
cornet_s_imagenet_full_seed-1,40,cornet_s_imagenet_full_seed-1/ep40.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep40.pt
cornet_s_imagenet_full_seed-1,45,cornet_s_imagenet_full_seed-1/ep45.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep45.pt
cornet_s_imagenet_full_seed-1,5,cornet_s_imagenet_full_seed-1/ep5.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep5.pt
cornet_s_imagenet_full_seed-1,50,cornet_s_imagenet_full_seed-1/ep50.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep50.pt
cornet_s_imagenet_full_seed-1,55,cornet_s_imagenet_full_seed-1/ep55.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep55.pt
cornet_s_imagenet_full_seed-1,6,cornet_s_imagenet_full_seed-1/ep6.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep6.pt
cornet_s_imagenet_full_seed-1,60,cornet_s_imagenet_full_seed-1/ep60.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep60.pt
cornet_s_imagenet_full_seed-1,65,cornet_s_imagenet_full_seed-1/ep65.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep65.pt
cornet_s_imagenet_full_seed-1,7,cornet_s_imagenet_full_seed-1/ep7.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep7.pt
cornet_s_imagenet_full_seed-1,70,cornet_s_imagenet_full_seed-1/ep70.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep70.pt
cornet_s_imagenet_full_seed-1,75,cornet_s_imagenet_full_seed-1/ep75.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep75.pt
cornet_s_imagenet_full_seed-1,8,cornet_s_imagenet_full_seed-1/ep8.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep8.pt
cornet_s_imagenet_full_seed-1,80,cornet_s_imagenet_full_seed-1/ep80.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep80.pt
cornet_s_imagenet_full_seed-1,85,cornet_s_imagenet_full_seed-1/ep85.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep85.pt
cornet_s_imagenet_full_seed-1,9,cornet_s_imagenet_full_seed-1/ep9.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep9.pt
cornet_s_imagenet_full_seed-1,90,cornet_s_imagenet_full_seed-1/ep90.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep90.pt
cornet_s_imagenet_full_seed-1,95,cornet_s_imagenet_full_seed-1/ep95.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-1/ep95.pt
cornet_s_imagenet_full_seed-2,1,cornet_s_imagenet_full_seed-2/ep1.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep1.pt
cornet_s_imagenet_full_seed-2,10,cornet_s_imagenet_full_seed-2/ep10.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep10.pt
cornet_s_imagenet_full_seed-2,100,cornet_s_imagenet_full_seed-2/ep100.pt,cornet_s,CORnet-S,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep100.pt
cornet_s_imagenet_full_seed-2,15,cornet_s_imagenet_full_seed-2/ep15.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep15.pt
cornet_s_imagenet_full_seed-2,2,cornet_s_imagenet_full_seed-2/ep2.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep2.pt
cornet_s_imagenet_full_seed-2,20,cornet_s_imagenet_full_seed-2/ep20.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep20.pt
cornet_s_imagenet_full_seed-2,25,cornet_s_imagenet_full_seed-2/ep25.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep25.pt
cornet_s_imagenet_full_seed-2,3,cornet_s_imagenet_full_seed-2/ep3.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep3.pt
cornet_s_imagenet_full_seed-2,30,cornet_s_imagenet_full_seed-2/ep30.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep30.pt
cornet_s_imagenet_full_seed-2,35,cornet_s_imagenet_full_seed-2/ep35.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep35.pt
cornet_s_imagenet_full_seed-2,4,cornet_s_imagenet_full_seed-2/ep4.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep4.pt
cornet_s_imagenet_full_seed-2,40,cornet_s_imagenet_full_seed-2/ep40.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep40.pt
cornet_s_imagenet_full_seed-2,45,cornet_s_imagenet_full_seed-2/ep45.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep45.pt
cornet_s_imagenet_full_seed-2,5,cornet_s_imagenet_full_seed-2/ep5.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep5.pt
cornet_s_imagenet_full_seed-2,50,cornet_s_imagenet_full_seed-2/ep50.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep50.pt
cornet_s_imagenet_full_seed-2,55,cornet_s_imagenet_full_seed-2/ep55.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep55.pt
cornet_s_imagenet_full_seed-2,6,cornet_s_imagenet_full_seed-2/ep6.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep6.pt
cornet_s_imagenet_full_seed-2,60,cornet_s_imagenet_full_seed-2/ep60.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep60.pt
cornet_s_imagenet_full_seed-2,65,cornet_s_imagenet_full_seed-2/ep65.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep65.pt
cornet_s_imagenet_full_seed-2,7,cornet_s_imagenet_full_seed-2/ep7.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep7.pt
cornet_s_imagenet_full_seed-2,70,cornet_s_imagenet_full_seed-2/ep70.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep70.pt
cornet_s_imagenet_full_seed-2,75,cornet_s_imagenet_full_seed-2/ep75.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep75.pt
cornet_s_imagenet_full_seed-2,8,cornet_s_imagenet_full_seed-2/ep8.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep8.pt
cornet_s_imagenet_full_seed-2,80,cornet_s_imagenet_full_seed-2/ep80.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep80.pt
cornet_s_imagenet_full_seed-2,85,cornet_s_imagenet_full_seed-2/ep85.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep85.pt
cornet_s_imagenet_full_seed-2,9,cornet_s_imagenet_full_seed-2/ep9.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep9.pt
cornet_s_imagenet_full_seed-2,90,cornet_s_imagenet_full_seed-2/ep90.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep90.pt
cornet_s_imagenet_full_seed-2,95,cornet_s_imagenet_full_seed-2/ep95.pt,cornet_s,CORnet-S,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/cornet_s_imagenet_full_seed-2/ep95.pt
deit_base_ecoset_100_seed-0,300,deit_base_ecoset_100_seed-0/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_100_seed-0/ep300.pt
deit_base_ecoset_100_seed-1,300,deit_base_ecoset_100_seed-1/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_100_seed-1/ep300.pt
deit_base_ecoset_100_seed-2,300,deit_base_ecoset_100_seed-2/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_100_seed-2/ep300.pt
deit_base_ecoset_10_seed-0,300,deit_base_ecoset_10_seed-0/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_10_seed-0/ep300.pt
deit_base_ecoset_10_seed-1,300,deit_base_ecoset_10_seed-1/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_10_seed-1/ep300.pt
deit_base_ecoset_10_seed-2,300,deit_base_ecoset_10_seed-2/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_10_seed-2/ep300.pt
deit_base_ecoset_1_seed-0,300,deit_base_ecoset_1_seed-0/ep300.pt,deit_base,ViT,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/deit_base_ecoset_1_seed-0/ep300.pt
