model_id,epoch,checkpoint_path,arch,arch_family,is_latest,checkpoint_url
adv_resnet101_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet101_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet101_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet101_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet101_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet101_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet101_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet101_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet101,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet101_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet152_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet152_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet152,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet152_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet18_imagenet_ffgsm_eps-2_alpha-25_lr-01,10,adv_resnet18_imagenet_ffgsm_eps-2_alpha-25_lr-01/ep10.pt,resnet18,ResNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_ffgsm_eps-2_alpha-25_lr-01/ep10.pt
adv_resnet18_imagenet_ffgsm_eps-2_alpha-25_lr-01_minlr-1e6,10,adv_resnet18_imagenet_ffgsm_eps-2_alpha-25_lr-01_minlr-1e6/ep10.pt,resnet18,ResNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_ffgsm_eps-2_alpha-25_lr-01_minlr-1e6/ep10.pt
adv_resnet18_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet18_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet18,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet18_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet34_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet34_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet34,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet34_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_100_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_10_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_1_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_300_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_30_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_3_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnet50_imagenet_ffgsm_eps-2_alpha-25_lr-01,10,adv_resnet50_imagenet_ffgsm_eps-2_alpha-25_lr-01/ep10.pt,resnet50,ResNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_ffgsm_eps-2_alpha-25_lr-01/ep10.pt
adv_resnet50_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnet50_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,resnet50,ResNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnet50_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-0_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-0_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-0_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-10_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-10_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-10_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-11_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-11_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-11_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-12_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-12_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-12_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-13_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-13_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-13_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-14_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-14_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-14_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-15_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-15_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-15_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-16_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-16_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-16_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-17_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-17_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-17_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-18_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-18_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-18_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-19_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-19_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-19_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-1_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-1_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-1_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-2_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-2_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-2_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-3_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-3_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-3_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-4_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-4_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-4_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-5_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-5_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-5_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-6_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-6_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-6_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-7_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-7_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-7_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-8_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-8_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-8_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
adv_resnetflexfilters-f-1-16-20-9_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0,10,adv_resnetflexfilters-f-1-16-20-9_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt,,,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/adv_resnetflexfilters-f-1-16-20-9_imagenet_full_ffgsm_eps-1_alpha-125-ep10_seed-0/ep10.pt
alexnet_ecoset_100_seed-0,1,alexnet_ecoset_100_seed-0/ep1.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep1.pt
alexnet_ecoset_100_seed-0,10,alexnet_ecoset_100_seed-0/ep10.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep10.pt
alexnet_ecoset_100_seed-0,100,alexnet_ecoset_100_seed-0/ep100.pt,alexnet,AlexNet,True,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep100.pt
alexnet_ecoset_100_seed-0,15,alexnet_ecoset_100_seed-0/ep15.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep15.pt
alexnet_ecoset_100_seed-0,2,alexnet_ecoset_100_seed-0/ep2.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep2.pt
alexnet_ecoset_100_seed-0,20,alexnet_ecoset_100_seed-0/ep20.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep20.pt
alexnet_ecoset_100_seed-0,25,alexnet_ecoset_100_seed-0/ep25.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep25.pt
alexnet_ecoset_100_seed-0,3,alexnet_ecoset_100_seed-0/ep3.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep3.pt
alexnet_ecoset_100_seed-0,30,alexnet_ecoset_100_seed-0/ep30.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep30.pt
alexnet_ecoset_100_seed-0,35,alexnet_ecoset_100_seed-0/ep35.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep35.pt
alexnet_ecoset_100_seed-0,4,alexnet_ecoset_100_seed-0/ep4.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep4.pt
alexnet_ecoset_100_seed-0,40,alexnet_ecoset_100_seed-0/ep40.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep40.pt
alexnet_ecoset_100_seed-0,45,alexnet_ecoset_100_seed-0/ep45.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep45.pt
alexnet_ecoset_100_seed-0,5,alexnet_ecoset_100_seed-0/ep5.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep5.pt
alexnet_ecoset_100_seed-0,50,alexnet_ecoset_100_seed-0/ep50.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep50.pt
alexnet_ecoset_100_seed-0,55,alexnet_ecoset_100_seed-0/ep55.pt,alexnet,AlexNet,False,https://epfl-neuroailab-scalinglaws.s3.eu-north-1.amazonaws.com/checkpoints/alexnet_ecoset_100_seed-0/ep55.pt
